StockCode,cluster_name,recommended_zone,picking_priority,actual_distance_saved,business_recommendation
23070,Active/Regular Products,Zone B,85800,,Keep in an easily accessible zone for regular picking.
85168B,Active/Regular Products,Zone B,85575,,Keep in an easily accessible zone for regular picking.
22042,Active/Regular Products,Zone B,85332,,Keep in an easily accessible zone for regular picking.
23694,Active/Regular Products,Zone B,84911,,Keep in an easily accessible zone for regular picking.
84796A,Active/Regular Products,Zone B,84839,,Keep in an easily accessible zone for regular picking.
85025B,Active/Regular Products,Zone B,84550,,Keep in an easily accessible zone for regular picking.
22259,Active/Regular Products,Zone B,84260,,Keep in an easily accessible zone for regular picking.
23495,Active/Regular Products,Zone B,84132,,Keep in an easily accessible zone for regular picking.
35649,Active/Regular Products,Zone B,83860,,Keep in an easily accessible zone for regular picking.
21027,Active/Regular Products,Zone B,83706,,Keep in an easily accessible zone for regular picking.
90071,Active/Regular Products,Zone B,83325,,Keep in an easily accessible zone for regular picking.
20774,Active/Regular Products,Zone B,83116,,Keep in an easily accessible zone for regular picking.
84673A,Active/Regular Products,Zone B,83076,,Keep in an easily accessible zone for regular picking.
21306,Active/Regular Products,Zone B,82940,,Keep in an easily accessible zone for regular picking.
22870,Active/Regular Products,Zone B,82875,,Keep in an easily accessible zone for regular picking.
90214L,Active/Regular Products,Zone B,82547,,Keep in an easily accessible zone for regular picking.
84625A,Active/Regular Products,Zone B,82446,,Keep in an easily accessible zone for regular picking.
46775D,Active/Regular Products,Zone B,82446,,Keep in an easily accessible zone for regular picking.
23218,Active/Regular Products,Zone B,82280,,Keep in an easily accessible zone for regular picking.
21638,Active/Regular Products,Zone B,81600,,Keep in an easily accessible zone for regular picking.
23216,Active/Regular Products,Zone B,81400,,Keep in an easily accessible zone for regular picking.
84313C,Active/Regular Products,Zone B,81141,,Keep in an easily accessible zone for regular picking.
21128,Active/Regular Products,Zone B,80892,,Keep in an easily accessible zone for regular picking.
22641,Active/Regular Products,Zone B,80882,,Keep in an easily accessible zone for regular picking.
84251C,Active/Regular Products,Zone B,80840,,Keep in an easily accessible zone for regular picking.
90119,Active/Regular Products,Zone B,80712,,Keep in an easily accessible zone for regular picking.
21741,Active/Regular Products,Zone B,80640,,Keep in an easily accessible zone for regular picking.
90013A,Active/Regular Products,Zone B,80192,,Keep in an easily accessible zone for regular picking.
16216,Active/Regular Products,Zone B,79785,,Keep in an easily accessible zone for regular picking.
21263,Active/Regular Products,Zone B,79548,,Keep in an easily accessible zone for regular picking.
20997,Active/Regular Products,Zone B,79492,,Keep in an easily accessible zone for regular picking.
84813,Active/Regular Products,Zone B,79458,,Keep in an easily accessible zone for regular picking.
23660,Active/Regular Products,Zone B,79380,,Keep in an easily accessible zone for regular picking.
21378,Active/Regular Products,Zone B,79254,,Keep in an easily accessible zone for regular picking.
71279,Active/Regular Products,Zone B,79192,,Keep in an easily accessible zone for regular picking.
85163B,Active/Regular Products,Zone B,78732,,Keep in an easily accessible zone for regular picking.
90013B,Active/Regular Products,Zone B,78399,,Keep in an easily accessible zone for regular picking.
20854,Active/Regular Products,Zone B,78392,,Keep in an easily accessible zone for regular picking.
22257,Active/Regular Products,Zone B,77784,,Keep in an easily accessible zone for regular picking.
23567,Active/Regular Products,Zone B,77737,,Keep in an easily accessible zone for regular picking.
90130B,Active/Regular Products,Zone B,77717,,Keep in an easily accessible zone for regular picking.
20653,Active/Regular Products,Zone B,77253,,Keep in an easily accessible zone for regular picking.
22395,Active/Regular Products,Zone B,76923,,Keep in an easily accessible zone for regular picking.
90214C,Active/Regular Products,Zone B,76725,,Keep in an easily accessible zone for regular picking.
85025C,Active/Regular Products,Zone B,76011,,Keep in an easily accessible zone for regular picking.
90209C,Active/Regular Products,Zone B,75981,,Keep in an easily accessible zone for regular picking.
22541,Active/Regular Products,Zone B,75950,,Keep in an easily accessible zone for regular picking.
23125,Active/Regular Products,Zone B,75430,,Keep in an easily accessible zone for regular picking.
20932,Active/Regular Products,Zone B,75285,,Keep in an easily accessible zone for regular picking.
22884,Active/Regular Products,Zone B,75132,,Keep in an easily accessible zone for regular picking.
22954,Active/Regular Products,Zone B,75080,,Keep in an easily accessible zone for regular picking.
84313B,Active/Regular Products,Zone B,74997,,Keep in an easily accessible zone for regular picking.
84341B,Active/Regular Products,Zone B,74880,,Keep in an easily accessible zone for regular picking.
90206C,Active/Regular Products,Zone B,74710,,Keep in an easily accessible zone for regular picking.
90201D,Active/Regular Products,Zone B,74586,,Keep in an easily accessible zone for regular picking.
22105,Active/Regular Products,Zone B,74448,,Keep in an easily accessible zone for regular picking.
21678,Active/Regular Products,Zone B,74144,,Keep in an easily accessible zone for regular picking.
21711,Active/Regular Products,Zone B,74052,,Keep in an easily accessible zone for regular picking.
85124C,Active/Regular Products,Zone B,73944,,Keep in an easily accessible zone for regular picking.
22889,Active/Regular Products,Zone B,73821,,Keep in an easily accessible zone for regular picking.
22184,Active/Regular Products,Zone B,73360,,Keep in an easily accessible zone for regular picking.
20830,Active/Regular Products,Zone B,73334,,Keep in an easily accessible zone for regular picking.
21847,Active/Regular Products,Zone B,73227,,Keep in an easily accessible zone for regular picking.
21758,Active/Regular Products,Zone B,72672,,Keep in an easily accessible zone for regular picking.
21518,Active/Regular Products,Zone B,72580,,Keep in an easily accessible zone for regular picking.
17038,Active/Regular Products,Zone B,72182,,Keep in an easily accessible zone for regular picking.
20661,Active/Regular Products,Zone B,72006,,Keep in an easily accessible zone for regular picking.
22883,Active/Regular Products,Zone B,71392,,Keep in an easily accessible zone for regular picking.
21628,Active/Regular Products,Zone B,71313,,Keep in an easily accessible zone for regular picking.
84859A,Active/Regular Products,Zone B,71295,,Keep in an easily accessible zone for regular picking.
90013C,Active/Regular Products,Zone B,70868,,Keep in an easily accessible zone for regular picking.
22390,Active/Regular Products,Zone B,70668,,Keep in an easily accessible zone for regular picking.
23474,Active/Regular Products,Zone B,70633,,Keep in an easily accessible zone for regular picking.
20936,Active/Regular Products,Zone B,70550,,Keep in an easily accessible zone for regular picking.
90214D,Active/Regular Products,Zone B,70432,,Keep in an easily accessible zone for regular picking.
85019B,Active/Regular Products,Zone B,70380,,Keep in an easily accessible zone for regular picking.
35599D,Active/Regular Products,Zone B,70176,,Keep in an easily accessible zone for regular picking.
22881,Active/Regular Products,Zone B,70006,,Keep in an easily accessible zone for regular picking.
90214H,Active/Regular Products,Zone B,69720,,Keep in an easily accessible zone for regular picking.
20696,Active/Regular Products,Zone B,69720,,Keep in an easily accessible zone for regular picking.
85136C,Active/Regular Products,Zone B,69516,,Keep in an easily accessible zone for regular picking.
22503,Active/Regular Products,Zone B,69496,,Keep in an easily accessible zone for regular picking.
23529,Active/Regular Products,Zone B,69264,,Keep in an easily accessible zone for regular picking.
84976,Active/Regular Products,Zone B,69227,,Keep in an easily accessible zone for regular picking.
22878,Active/Regular Products,Zone B,68673,,Keep in an easily accessible zone for regular picking.
21721,Active/Regular Products,Zone B,67947,,Keep in an easily accessible zone for regular picking.
22289,Active/Regular Products,Zone B,67932,,Keep in an easily accessible zone for regular picking.
84876B,Active/Regular Products,Zone B,67617,,Keep in an easily accessible zone for regular picking.
20769,Active/Regular Products,Zone B,67490,,Keep in an easily accessible zone for regular picking.
85129B,Active/Regular Products,Zone B,67456,,Keep in an easily accessible zone for regular picking.
90214E,Active/Regular Products,Zone B,67380,,Keep in an easily accessible zone for regular picking.
21630,Active/Regular Products,Zone B,67200,,Keep in an easily accessible zone for regular picking.
21270,Active/Regular Products,Zone B,67176,,Keep in an easily accessible zone for regular picking.
35916B,Active/Regular Products,Zone B,66912,,Keep in an easily accessible zone for regular picking.
90059A,Active/Regular Products,Zone B,66906,,Keep in an easily accessible zone for regular picking.
22880,Active/Regular Products,Zone B,66784,,Keep in an easily accessible zone for regular picking.
23579,Active/Regular Products,Zone B,66325,,Keep in an easily accessible zone for regular picking.
90197B,Active/Regular Products,Zone B,65826,,Keep in an easily accessible zone for regular picking.
84663A,Active/Regular Products,Zone B,65722,,Keep in an easily accessible zone for regular picking.
71403,Active/Regular Products,Zone B,65670,,Keep in an easily accessible zone for regular picking.
23484,Active/Regular Products,Zone B,65520,,Keep in an easily accessible zone for regular picking.
21826,Active/Regular Products,Zone B,65380,,Keep in an easily accessible zone for regular picking.
84661B,Active/Regular Products,Zone B,65163,,Keep in an easily accessible zone for regular picking.
23697,Active/Regular Products,Zone B,64960,,Keep in an easily accessible zone for regular picking.
23537,Active/Regular Products,Zone B,64702,,Keep in an easily accessible zone for regular picking.
